review_status,id,web_name,ques,task_family,template,capabilities,slots,interaction_type,answer_type,requires_login,live_web_risk,confidence,notes
pending,Booking--8,Booking,Get the hotel with highest review score and free cancelation in Chennai for 20/12/2023 - 21/12/2023.,hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {ranked} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""sort_results"", ""extract_property""]","{""query_text"": ""Get the hotel with highest review score and free cancelation in Chennai for 20/12/2023 - 21/12/2023."", ""constraints"": [""20"", ""12"", ""2023"", ""21""], ""entities_or_request"": ""Get the hotel with highest review score and free cancelation in Chennai for 20/12/2023 - 21/12/2023.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--9,Booking,Find hotels for 2 adults in London with a price less than 250 dollars for four days starting from December 25. You must browse the page and offer at least 3 options.,hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {price_constrained} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Find hotels for 2 adults in London with a price less than 250 dollars for four days starting from December 25. You must browse the page and offer at least 3 options."", ""constraints"": [""2 adults"", ""250 dollars"", ""25"", ""3"", ""less than 250 dollars for four days starting from December 25"", ""at least 3 options""], ""entities_or_request"": ""Find hotels for 2 adults in London with a price less than 250 dollars for four days starting from December 25. You must browse the page and offer at least 3 options.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--10,Booking,"Find a well-reviewed hotel in Paris with available bookings suitable for a couple (2 adults) on Valentine's Day week, February 14-21, 2024, that offers free cancellation options.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Find a well-reviewed hotel in Paris with available bookings suitable for a couple (2 adults) on Valentine's Day week, February 14-21, 2024, that offers free cancellation options."", ""constraints"": [""2 adults"", ""14"", ""21"", ""2024""], ""entities_or_request"": ""Find a well-reviewed hotel in Paris with available bookings suitable for a couple (2 adults) on Valentine's Day week, February 14-21, 2024, that offers free cancellation options.""}","[""navigate"", ""retrieve""]",text,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--11,Booking,"Reserve a hotel in downtown Chicago with a rating of 9 or higher for a stay from March 20-27, 2024, which offers free cancellation and includes a fitness center.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Reserve a hotel in downtown Chicago with a rating of 9 or higher for a stay from March 20-27, 2024, which offers free cancellation and includes a fitness center."", ""constraints"": [""9"", ""20"", ""27"", ""2024""], ""entities_or_request"": ""Reserve a hotel in downtown Chicago with a rating of 9 or higher for a stay from March 20-27, 2024, which offers free cancellation and includes a fitness center.""}","[""navigate"", ""retrieve""]",text,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--12,Booking,"Find a hotel in Paris with a customer review score of 8 or higher, free Wi-Fi, and available for a 5-night stay starting on January 5th, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Find a hotel in Paris with a customer review score of 8 or higher, free Wi-Fi, and available for a 5-night stay starting on January 5th, 2024."", ""constraints"": [""8"", ""5"", ""2024""], ""entities_or_request"": ""Find a hotel in Paris with a customer review score of 8 or higher, free Wi-Fi, and available for a 5-night stay starting on January 5th, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--13,Booking,"Find and book a hotel in Paris with suitable accommodations for a family of four (two adults and two children) offering free cancellation for the dates of February 14-21, 2024.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Find and book a hotel in Paris with suitable accommodations for a family of four (two adults and two children) offering free cancellation for the dates of February 14-21, 2024."", ""constraints"": [""14"", ""21"", ""2024""], ""entities_or_request"": ""Find and book a hotel in Paris with suitable accommodations for a family of four (two adults and two children) offering free cancellation for the dates of February 14-21, 2024.""}","[""navigate"", ""retrieve""]",text,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--14,Booking,"Book a highly-rated hotel with a swimming pool and free WiFi near the Louvre Museum in Paris for the weekend of March 3-5, 2024.",hotel_booking,find and initiate booking for property matching {destination_dates_guests_constraints},"[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""select_property"", ""inspect_room""]","{""query_text"": ""Book a highly-rated hotel with a swimming pool and free WiFi near the Louvre Museum in Paris for the weekend of March 3-5, 2024."", ""constraints"": [""3"", ""5"", ""2024"", ""rated hotel with a swimming pool and free WiFi near the Louvre Museum in Paris for the weekend of March 3-5""], ""entities_or_request"": ""Book a highly-rated hotel with a swimming pool and free WiFi near the Louvre Museum in Paris for the weekend of March 3-5, 2024.""}","[""retrieve"", ""filter_sort"", ""transaction""]",property_or_action,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--15,Booking,"Find the highest-rated luxury hotel in Rome available for booking from January 10, 2024, to January 20, 2024, for 2 adults. Include the cost, amenities offered, and customer rating.",hotel_booking,find and initiate booking for property matching {destination_dates_guests_constraints},"[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""select_property"", ""inspect_room""]","{""query_text"": ""Find the highest-rated luxury hotel in Rome available for booking from January 10, 2024, to January 20, 2024, for 2 adults. Include the cost, amenities offered, and customer rating."", ""constraints"": [""10"", ""2024"", ""20"", ""2 adults"", ""rated luxury hotel in Rome available for booking from January 10""], ""entities_or_request"": ""Find the highest-rated luxury hotel in Rome available for booking from January 10, 2024, to January 20, 2024, for 2 adults. Include the cost, amenities offered, and customer rating.""}","[""retrieve"", ""filter_sort"", ""transaction""]",property_or_action,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--16,Booking,"Look for a hotel in Paris with a user rating of 9 or higher and available for a 5-night stay starting January 15, 2024. The hotel should also offer free Wi-Fi and breakfast included in the price. Provide the name, location, and price per night.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Look for a hotel in Paris with a user rating of 9 or higher and available for a 5-night stay starting January 15, 2024. The hotel should also offer free Wi-Fi and breakfast included in the price. Provide the name, location, and price per night."", ""constraints"": [""9"", ""5"", ""15"", ""2024""], ""entities_or_request"": ""Look for a hotel in Paris with a user rating of 9 or higher and available for a 5-night stay starting January 15, 2024. The hotel should also offer free Wi-Fi and breakfast included in the price. Provide the name, location, and price per night.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--17,Booking,"Find a hotel in Paris with a fitness center and a rating of 8 or higher available for a 5-night stay starting from February 14, 2024, and sort the results by best reviewed.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {ranked} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""sort_results"", ""extract_property""]","{""query_text"": ""Find a hotel in Paris with a fitness center and a rating of 8 or higher available for a 5-night stay starting from February 14, 2024, and sort the results by best reviewed."", ""constraints"": [""8"", ""5"", ""14"", ""2024""], ""entities_or_request"": ""Find a hotel in Paris with a fitness center and a rating of 8 or higher available for a 5-night stay starting from February 14, 2024, and sort the results by best reviewed.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--18,Booking,"Search a hotel in London with a user rating of 8 or higher for a stay between February 14th, 2024, and February 21st, 2024, suitable for a couple. Provide the name and a short description of the hotel.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Search a hotel in London with a user rating of 8 or higher for a stay between February 14th, 2024, and February 21st, 2024, suitable for a couple. Provide the name and a short description of the hotel."", ""constraints"": [""8"", ""14"", ""2024"", ""21"", ""between February 14th""], ""entities_or_request"": ""Search a hotel in London with a user rating of 8 or higher for a stay between February 14th, 2024, and February 21st, 2024, suitable for a couple. Provide the name and a short description of the hotel.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--19,Booking,"Look for a hotel with customer ratings above an 8.0 in Paris, France for a weekend stay from March 18, 2024, to March 20, 2024, and list top three suggestions based on user reviews.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Look for a hotel with customer ratings above an 8.0 in Paris, France for a weekend stay from March 18, 2024, to March 20, 2024, and list top three suggestions based on user reviews."", ""constraints"": [""8.0"", ""18"", ""2024"", ""20"", ""above an 8""], ""entities_or_request"": ""Look for a hotel with customer ratings above an 8.0 in Paris, France for a weekend stay from March 18, 2024, to March 20, 2024, and list top three suggestions based on user reviews.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--20,Booking,"Locate a hotel in Rome with a good rating (7 or above) that offers free cancellation and breakfast included, for a three-night stay from February 28 to March 2, 2024, for two adults.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Locate a hotel in Rome with a good rating (7 or above) that offers free cancellation and breakfast included, for a three-night stay from February 28 to March 2, 2024, for two adults."", ""constraints"": [""7"", ""28"", ""2"", ""2024""], ""entities_or_request"": ""Locate a hotel in Rome with a good rating (7 or above) that offers free cancellation and breakfast included, for a three-night stay from February 28 to March 2, 2024, for two adults.""}","[""navigate"", ""retrieve""]",text,False,medium,0.84,
pending,Booking--21,Booking,"Find a hotel in Sydney with a rating of 8 or higher, providing free Wi-Fi and parking, available for a four-night stay starting on March 10, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Find a hotel in Sydney with a rating of 8 or higher, providing free Wi-Fi and parking, available for a four-night stay starting on March 10, 2024."", ""constraints"": [""8"", ""10"", ""2024""], ""entities_or_request"": ""Find a hotel in Sydney with a rating of 8 or higher, providing free Wi-Fi and parking, available for a four-night stay starting on March 10, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--22,Booking,"Search for a hotel in Amsterdam with a customer review score of 9 or higher, offering bicycle rentals, for a week-long stay from March 15 to March 22, 2024, for two adults.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Search for a hotel in Amsterdam with a customer review score of 9 or higher, offering bicycle rentals, for a week-long stay from March 15 to March 22, 2024, for two adults."", ""constraints"": [""9"", ""15"", ""22"", ""2024""], ""entities_or_request"": ""Search for a hotel in Amsterdam with a customer review score of 9 or higher, offering bicycle rentals, for a week-long stay from March 15 to March 22, 2024, for two adults.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--23,Booking,"Identify a hotel in Tokyo with a spa and wellness center, rated 9 or above, with availability for a five-night stay starting on February 20, 2024. Check if free cancellation is offered.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Identify a hotel in Tokyo with a spa and wellness center, rated 9 or above, with availability for a five-night stay starting on February 20, 2024. Check if free cancellation is offered."", ""constraints"": [""9"", ""20"", ""2024"", ""rated 9 or above""], ""entities_or_request"": ""Identify a hotel in Tokyo with a spa and wellness center, rated 9 or above, with availability for a five-night stay starting on February 20, 2024. Check if free cancellation is offered.""}","[""navigate"", ""retrieve""]",text,False,medium,0.84,
pending,Booking--24,Booking,"Find a hotel in Barcelona for a stay from February 25-28, 2024. Please sort the results by distance from the beach and make sure they offer free Wi-Fi and breakfast.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {ranked} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""sort_results"", ""extract_property""]","{""query_text"": ""Find a hotel in Barcelona for a stay from February 25-28, 2024. Please sort the results by distance from the beach and make sure they offer free Wi-Fi and breakfast."", ""constraints"": [""25"", ""28"", ""2024""], ""entities_or_request"": ""Find a hotel in Barcelona for a stay from February 25-28, 2024. Please sort the results by distance from the beach and make sure they offer free Wi-Fi and breakfast.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--25,Booking,"Search for a hotel in Lisbon with airport shuttle, rated 8.5 or above, available for a six-night stay from March 1 to March 7, 2024, for two adults, breakfast included.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Search for a hotel in Lisbon with airport shuttle, rated 8.5 or above, available for a six-night stay from March 1 to March 7, 2024, for two adults, breakfast included."", ""constraints"": [""8.5"", ""1"", ""7"", ""2024"", ""rated 8""], ""entities_or_request"": ""Search for a hotel in Lisbon with airport shuttle, rated 8.5 or above, available for a six-night stay from March 1 to March 7, 2024, for two adults, breakfast included.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--26,Booking,"Check Booking.com for a 3-star hotel or higher in Paris with a guest rating above 8.0 and available parking for dates February 20-23, 2024.",hotel_booking,find and initiate booking for property matching {destination_dates_guests_constraints},"[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""select_property"", ""inspect_room""]","{""query_text"": ""Check Booking.com for a 3-star hotel or higher in Paris with a guest rating above 8.0 and available parking for dates February 20-23, 2024."", ""constraints"": [""3"", ""8.0"", ""20"", ""23"", ""2024"", ""above 8""], ""entities_or_request"": ""Check Booking.com for a 3-star hotel or higher in Paris with a guest rating above 8.0 and available parking for dates February 20-23, 2024.""}","[""retrieve"", ""filter_sort"", ""transaction""]",property_or_action,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--27,Booking,"Locate a hotel in Melbourne offering free parking and free WiFi, for a stay from February 28 to March 4, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Locate a hotel in Melbourne offering free parking and free WiFi, for a stay from February 28 to March 4, 2024."", ""constraints"": [""28"", ""4"", ""2024""], ""entities_or_request"": ""Locate a hotel in Melbourne offering free parking and free WiFi, for a stay from February 28 to March 4, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--28,Booking,"Find a hotel in Dubai with a swimming pool, for a week-long stay from February 22 to February 29, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Find a hotel in Dubai with a swimming pool, for a week-long stay from February 22 to February 29, 2024."", ""constraints"": [""22"", ""29"", ""2024""], ""entities_or_request"": ""Find a hotel in Dubai with a swimming pool, for a week-long stay from February 22 to February 29, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--29,Booking,"Search for a hotel in Toronto with a fitness center and a rating of 8+, available for a two-night stay from March 5 to March 7, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Search for a hotel in Toronto with a fitness center and a rating of 8+, available for a two-night stay from March 5 to March 7, 2024."", ""constraints"": [""8+"", ""5"", ""7"", ""2024""], ""entities_or_request"": ""Search for a hotel in Toronto with a fitness center and a rating of 8+, available for a two-night stay from March 5 to March 7, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--30,Booking,"Search for hotels in London from March 20 to March 23, 2024, on Booking. How many hotels are left after applying the Breakfast included and Fitness center filters?",hotel_aggregate_count,"search {destination_dates}, apply/inspect {filters}, and report result/facet counts","[""enter_destination"", ""select_dates"", ""search"", ""apply_filters"", ""extract_count"", ""compare""]","{""query_text"": ""Search for hotels in London from March 20 to March 23, 2024, on Booking. How many hotels are left after applying the Breakfast included and Fitness center filters?"", ""constraints"": [""20"", ""23"", ""2024""], ""entities_or_request"": ""Search for hotels in London from March 20 to March 23, 2024, on Booking. How many hotels are left after applying the Breakfast included and Fitness center filters?""}","[""retrieve"", ""filter_sort"", ""compare""]",count_or_comparison,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--31,Booking,"Search for hotels in Rio de Janeiro from March 1-7, 2024, check the Brands filter to see which brand has the most hotels and which brand has the fewest.",hotel_aggregate_count,"search {destination_dates}, apply/inspect {filters}, and report result/facet counts","[""enter_destination"", ""select_dates"", ""search"", ""apply_filters"", ""extract_count"", ""compare""]","{""query_text"": ""Search for hotels in Rio de Janeiro from March 1-7, 2024, check the Brands filter to see which brand has the most hotels and which brand has the fewest."", ""constraints"": [""1"", ""7"", ""2024""], ""entities_or_request"": ""Search for hotels in Rio de Janeiro from March 1-7, 2024, check the Brands filter to see which brand has the most hotels and which brand has the fewest.""}","[""retrieve"", ""filter_sort"", ""compare""]",count_or_comparison,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--32,Booking,"Look for hotels in Sydney from February 24 to February 27, 2024, on Booking. Once the Swimming Pool and Airport Shuttle filters are applied, what is the total number of hotels available?",hotel_aggregate_count,"search {destination_dates}, apply/inspect {filters}, and report result/facet counts","[""enter_destination"", ""select_dates"", ""search"", ""apply_filters"", ""extract_count"", ""compare""]","{""query_text"": ""Look for hotels in Sydney from February 24 to February 27, 2024, on Booking. Once the Swimming Pool and Airport Shuttle filters are applied, what is the total number of hotels available?"", ""constraints"": [""24"", ""27"", ""2024""], ""entities_or_request"": ""Look for hotels in Sydney from February 24 to February 27, 2024, on Booking. Once the Swimming Pool and Airport Shuttle filters are applied, what is the total number of hotels available?""}","[""retrieve"", ""filter_sort"", ""compare""]",count_or_comparison,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--33,Booking,"Find the Customer Service on the Booking website, browse the questions about cancellation, and tell me 'how do I know whether my booking has been cancelled'.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Find the Customer Service on the Booking website, browse the questions about cancellation, and tell me 'how do I know whether my booking has been cancelled'."", ""constraints"": [], ""entities_or_request"": ""Find the Customer Service on the Booking website, browse the questions about cancellation, and tell me 'how do I know whether my booking has been cancelled'.""}","[""navigate"", ""retrieve""]",text,False,medium,0.84,
pending,Booking--34,Booking,"Search for a hotel in Berlin available for a three-night stay from March 15 to March 18, 2024, for one adult. Tell me the price in USD and CNY for the three-night stay.",hotel_currency_price,"search hotel for {destination_dates_guests}, switch currency, and report converted price","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""switch_currency"", ""extract_price""]","{""query_text"": ""Search for a hotel in Berlin available for a three-night stay from March 15 to March 18, 2024, for one adult. Tell me the price in USD and CNY for the three-night stay."", ""constraints"": [""15"", ""18"", ""2024""], ""entities_or_request"": ""Search for a hotel in Berlin available for a three-night stay from March 15 to March 18, 2024, for one adult. Tell me the price in USD and CNY for the three-night stay.""}","[""retrieve"", ""filter_sort"", ""navigate""]",price,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--35,Booking,"Browse the booking website to get inspiration for your next trip, and summarize at least three places mentioned in one of the travel articles.",booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Browse the booking website to get inspiration for your next trip, and summarize at least three places mentioned in one of the travel articles."", ""constraints"": [""at least three places mentioned in one of the travel articles""], ""entities_or_request"": ""Browse the booking website to get inspiration for your next trip, and summarize at least three places mentioned in one of the travel articles.""}","[""navigate"", ""retrieve""]",text,False,medium,0.84,
pending,Booking--36,Booking,"Search for a budget hotel in Rome under $100 per night for one adult from March 20 to March 23, 2024. Sort the results by price, identify if any of top three results offer breakfast.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {ranked} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""sort_results"", ""extract_property""]","{""query_text"": ""Search for a budget hotel in Rome under $100 per night for one adult from March 20 to March 23, 2024. Sort the results by price, identify if any of top three results offer breakfast."", ""constraints"": [""$100"", ""20"", ""23"", ""2024"", ""under $100 per night for one adult from March 20 to March 23""], ""entities_or_request"": ""Search for a budget hotel in Rome under $100 per night for one adult from March 20 to March 23, 2024. Sort the results by price, identify if any of top three results offer breakfast.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--37,Booking,"Search for a resort (not hotel) in Bali, detailing the available dates between March 20, 2024, and March 25, 2024, and checking any provided tour or cultural experiences.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {ranked} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""sort_results"", ""extract_property""]","{""query_text"": ""Search for a resort (not hotel) in Bali, detailing the available dates between March 20, 2024, and March 25, 2024, and checking any provided tour or cultural experiences."", ""constraints"": [""20"", ""2024"", ""25"", ""between March 20""], ""entities_or_request"": ""Search for a resort (not hotel) in Bali, detailing the available dates between March 20, 2024, and March 25, 2024, and checking any provided tour or cultural experiences.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--38,Booking,"Look up Vienna hotel options with availability for a 4-night stay from February 28 to March 4, 2024, with amenities that include a Parking, breakfast included, and a rating of 8+ on Booking.com.",hotel_booking,find and initiate booking for property matching {destination_dates_guests_constraints},"[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""select_property"", ""inspect_room""]","{""query_text"": ""Look up Vienna hotel options with availability for a 4-night stay from February 28 to March 4, 2024, with amenities that include a Parking, breakfast included, and a rating of 8+ on Booking.com."", ""constraints"": [""4"", ""28"", ""2024"", ""8+""], ""entities_or_request"": ""Look up Vienna hotel options with availability for a 4-night stay from February 28 to March 4, 2024, with amenities that include a Parking, breakfast included, and a rating of 8+ on Booking.com.""}","[""retrieve"", ""filter_sort"", ""transaction""]",property_or_action,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--39,Booking,"Find a pet-friendly hotel with parking available in downtown Toronto for the stay of February 24-26, 2024.",hotel_search,"search hotels for {destination_dates_guests}, apply {amenity_rating_price_constraints}, and report {best_match} result(s)","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""apply_filters"", ""evaluate_constraints"", ""extract_property""]","{""query_text"": ""Find a pet-friendly hotel with parking available in downtown Toronto for the stay of February 24-26, 2024."", ""constraints"": [""24"", ""26"", ""2024""], ""entities_or_request"": ""Find a pet-friendly hotel with parking available in downtown Toronto for the stay of February 24-26, 2024.""}","[""retrieve"", ""filter_sort""]",property_or_list,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--40,Booking,"I need to choose a hotel in Shenzhen, please select date (6 March to 8 March 2024) and click the search button. How much it costs when convert the price to Chinese Yuan on the page.",hotel_currency_price,"search hotel for {destination_dates_guests}, switch currency, and report converted price","[""enter_destination"", ""select_dates"", ""select_guests"", ""search"", ""switch_currency"", ""extract_price""]","{""query_text"": ""I need to choose a hotel in Shenzhen, please select date (6 March to 8 March 2024) and click the search button. How much it costs when convert the price to Chinese Yuan on the page."", ""constraints"": [""6"", ""8"", ""2024""], ""entities_or_request"": ""I need to choose a hotel in Shenzhen, please select date (6 March to 8 March 2024) and click the search button. How much it costs when convert the price to Chinese Yuan on the page.""}","[""retrieve"", ""filter_sort"", ""navigate""]",price,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Booking--41,Booking,Browse Booking's homepage to find out which company it belongs to.,booking_site_information,navigate Booking informational/help content about {topic} and report answer,"[""navigate_section"", ""search_help"", ""open_article"", ""extract_text""]","{""query_text"": ""Browse Booking's homepage to find out which company it belongs to."", ""constraints"": [], ""entities_or_request"": ""Browse Booking's homepage to find out which company it belongs to.""}","[""navigate"", ""retrieve""]",text,False,medium,0.84,
